loan_id,loan_date,loan_value,loan_duration,payments,loan_success,account_frequency,account_creation,account_district code ,account_district region,account_district no. of inhabitants,account_district no. of municipalities with inhabitants < 499 ,account_district no. of municipalities with inhabitants 500-1999,account_district no. of municipalities with inhabitants 2000-9999 ,account_district no. of municipalities with inhabitants >10000 ,account_district no. of cities ,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,birthday,client_district code ,client_district region,client_district no. of inhabitants,client_district no. of municipalities with inhabitants < 499 ,client_district no. of municipalities with inhabitants 500-1999,client_district no. of municipalities with inhabitants 2000-9999 ,client_district no. of municipalities with inhabitants >10000 ,client_district no. of cities ,client_district ratio of urban inhabitants ,client_district average salary ,client_district unemploymant rate '95 ,client_district unemploymant rate '96 ,client_district no. of enterpreneurs per 1000 inhabitants ,client_district no. of commited crimes '95 ,client_district no. of commited crimes '96 ,card_type,card issue,no. of transactions,balance,nr_movements,min_trans_amount,max_trans_amount,avg_trans_amount,min_balance,max_balance,avg_balance
7119,970602,86880,12,7240,,monthly issuance,960621,21,south Bohemia,103347,87,16,7,1,7,67.0,9104,6.43,2.07,123,1358.0,2354,58,True,400525,21,south Bohemia,103347,87,16,7,1,7,67.0,9104,6.43,2.07,123,1358.0,2354,classic,970508,14.6,34575.3,58.0,14.6,65160.0,16724.925862068965,500.0,106368.8,56531.81724137928
5253,970603,100080,48,2085,,monthly issuance,970220,65,south Moravia,114200,101,41,4,1,4,43.7,8403,6.43,5.72,105,1358.0,2718,33,True,650818,65,south Moravia,114200,101,41,4,1,4,43.7,8403,6.43,5.72,105,1358.0,2718,no card,0,114.1,29942.7,10.0,22.3,12508.0,5374.27,300.0,38628.6,22604.340000000004
6851,970603,272220,60,4537,,monthly issuance,960718,26,west Bohemia,170449,0,0,0,1,1,100.0,10787,6.43,3.09,131,1358.0,6261,52,True,460923,26,west Bohemia,170449,0,0,0,1,1,100.0,10787,6.43,3.09,131,1358.0,6261,no card,0,14.6,1580.3,63.0,0.4,44581.0,7270.019047619044,-625.1,93792.7,36907.373015873
6695,970604,309660,60,5161,,monthly issuance,970119,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,40,True,580927,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,no card,0,173.6,44736.8,17.0,43.1,30967.0,12153.429411764708,1100.0,70963.2,40151.71176470589
6908,970608,188616,24,7859,,monthly issuance,951103,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,60,False,381109,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,no card,0,217.7,56930.2,63.0,3.4,49720.0,7799.71111111111,900.0,125455.0,45805.5
7255,970609,213300,60,3555,,monthly issuance,961210,28,west Bohemia,72541,66,26,10,0,8,36.9,8594,6.43,2.01,112,1358.0,1525,43,True,550609,28,west Bohemia,72541,66,26,10,0,8,36.9,8594,6.43,2.01,112,1358.0,1525,no card,0,17200.0,37716.7,22.0,14.6,36368.0,12757.63181818182,800.0,64468.6,37524.88636363635
5674,970610,207264,48,4318,,issuance after transaction,960902,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,36,False,621015,42,east Bohemia,95907,87,25,5,2,7,59.1,8388,6.43,2.94,87,1358.0,1668,no card,0,100.0,46181.9,58.0,100.0,56700.0,14578.791379310343,400.0,123573.3,61345.09999999995
6278,970610,87360,24,3640,,monthly issuance,961101,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,61,False,370315,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,no card,0,32138.0,58492.3,69.0,14.6,58400.0,16362.865217391303,200.0,134714.0,69963.48405797103
5486,970613,466608,48,9721,,monthly issuance,951116,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,52,True,460305,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,no card,0,4800.0,60775.8,102.0,14.6,23832.0,6543.769607843136,300.0,66125.9,36161.021568627446
5174,970613,385104,48,8023,,monthly issuance,960114,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,42,True,561218,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,10261.0,51738.6,102.0,14.6,72206.0,17023.971568627458,1000.0,121006.5,47433.42058823531
6621,970614,42900,12,3575,,monthly issuance,950907,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,34,False,640921,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,no card,0,40133.0,97149.3,175.0,14.6,63700.0,11403.547428571432,500.0,155065.5,50590.53200000004
6313,970615,150912,36,4192,,monthly issuance,960717,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,23,True,750927,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,2300.0,43737.3,67.0,14.6,50600.0,10160.658208955218,700.0,111219.3,52250.261194029845
6435,970616,288720,48,6015,,monthly issuance,961226,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,55,False,430419,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,no card,0,54138.0,102188.4,21.0,14.6,54138.0,17591.314285714285,400.0,102188.4,54677.28095238096
6970,970617,31620,60,527,,monthly issuance,961013,8,central Bohemia,112065,95,19,7,1,8,69.4,11277,6.43,1.44,127,1358.0,4987,59,False,391024,8,central Bohemia,112065,95,19,7,1,8,69.4,11277,6.43,1.44,127,1358.0,4987,no card,0,8944.0,25880.0,37.0,14.6,20433.0,6230.262162162163,500.0,45836.3,27522.88378378377
6310,970617,34572,12,2881,,monthly issuance,961101,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,22,True,761230,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,3000.0,83661.6,40.0,14.6,49784.0,13359.8125,1100.0,121367.5,60619.16000000002
5932,970618,33348,12,2779,,monthly issuance,960615,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,28,True,700912,9,central Bohemia,81344,61,23,4,2,6,55.3,8899,6.43,3.97,149,1358.0,2487,no card,0,2500.0,17171.7,63.0,14.6,49787.0,11718.187301587302,700.0,102499.5,45807.11428571427
6877,970619,285240,60,4754,,monthly issuance,960925,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,46,False,520528,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,no card,0,4200.0,59862.7,54.0,14.6,42783.0,9580.14074074074,1100.0,89240.1,49699.66481481486
6763,970619,88272,48,1839,,monthly issuance,960516,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,19,True,790513,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,7357.0,7083.3,77.0,14.6,16554.0,4253.805194805194,800.0,37880.4,17535.77922077923
7085,970619,305424,48,6363,,monthly issuance,960708,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,35,True,631013,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,5300.0,9680.4,83.0,14.6,58900.0,9989.96626506024,300.0,120227.9,46147.521686747015
7049,970624,233424,36,6484,,weekly issuance,961013,4,central Bohemia,149893,63,29,6,2,6,67.4,9753,6.43,5.05,109,1358.0,5892,39,False,590217,4,central Bohemia,149893,63,29,6,2,6,67.4,9753,6.43,5.05,109,1358.0,5892,no card,0,7200.0,47248.7,49.0,30.0,62800.0,13561.891836734696,200.0,105024.8,54476.85714285719
6959,970630,59448,24,2477,,monthly issuance,960108,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,46,False,520826,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,17506.0,54909.1,120.0,0.2,48601.0,10629.011666666664,-5525.0,119012.4,45016.69083333329
5214,970701,74772,36,2077,,issuance after transaction,960607,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,38,False,601222,55,south Moravia,157042,49,70,18,0,9,33.9,8743,6.43,2.43,111,1358.0,3894,no card,0,116.3,33277.4,71.0,45.3,18696.0,4899.823943661971,500.0,45989.0,24872.13943661972
6350,970709,294384,48,6133,,monthly issuance,960103,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,32,True,661129,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,63900.0,47113.5,129.0,14.6,63900.0,14502.6007751938,1100.0,135487.1,61692.07751937979
5063,970710,357840,48,7455,,monthly issuance,970330,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,57,True,410519,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,9500.0,10100.0,2.0,600.0,9500.0,5050.0,600.0,10100.0,5350.0
5041,970711,369000,60,6150,,weekly issuance,951017,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,24,True,740630,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,no card,0,416.0,59544.8,171.0,30.0,47415.0,6055.033333333332,700.0,110827.3,48648.40116959062
5086,970716,210384,48,4383,,monthly issuance,960320,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,42,True,560322,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,7600.0,46478.3,59.0,14.6,48984.0,7825.452542372881,300.0,121135.2,45912.39999999999
6942,970716,18324,12,1527,,monthly issuance,960512,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,47,True,510411,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,no card,0,8319.0,31236.8,86.0,14.6,30489.0,7499.845348837209,700.0,54764.2,31402.28372093021
5270,970721,191088,48,3981,,monthly issuance,960608,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,36,False,620905,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,5000.0,38391.7,78.0,14.6,27111.0,6772.496153846152,500.0,57550.1,32688.03333333332
6705,970725,333648,48,6951,,monthly issuance,960917,14,south Bohemia,177686,69,27,10,1,9,74.8,10045,6.43,1.71,135,1358.0,6295,22,True,760710,14,south Bohemia,177686,69,27,10,1,9,74.8,10045,6.43,1.71,135,1358.0,6295,no card,0,20022.0,99815.6,97.0,14.6,64800.0,12692.51649484536,500.0,114446.1,61748.702061855656
7051,970728,77808,12,6484,,monthly issuance,970402,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,43,False,551129,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,8000.0,57698.3,23.0,14.6,38000.0,12138.521739130434,1000.0,101117.1,68874.72173913043
6758,970729,33144,12,2762,,monthly issuance,970128,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,18,True,800127,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,500.0,31693.2,32.0,2.6,34880.0,5645.506249999999,900.0,61770.9,32407.646875
6249,970730,67608,24,2817,,monthly issuance,970122,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,35,True,630125,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,5600.0,17205.7,23.0,14.6,25356.0,9277.08695652174,200.0,54658.1,30181.317391304336
5808,970731,41856,48,872,,monthly issuance,960526,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,38,True,601109,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,14600.0,37069.1,103.0,14.6,27216.0,5151.379611650484,800.0,56921.0,38559.26407766992
5377,970804,92400,12,7700,,monthly issuance,960502,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,24,True,740620,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,classic,961210,14.6,46489.0,104.0,14.6,55600.0,9193.24519230769,1000.0,131664.2,42291.18557692309
5446,970804,48312,24,2013,,monthly issuance,960319,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,40,False,581019,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,14.6,41182.1,94.0,14.6,18117.0,5664.901063829786,600.0,53030.3,31897.43297872342
5856,970809,51360,12,4280,,monthly issuance,960723,61,south Moravia,117897,139,28,5,1,6,53.8,8814,6.43,5.74,107,1358.0,2059,53,True,450908,61,south Moravia,117897,139,28,5,1,6,53.8,8814,6.43,5.74,107,1358.0,2059,no card,0,29972.0,64529.7,87.0,0.8,56300.0,16368.101149425289,-2542.1,158633.6,53636.37471264367
4986,970810,102876,12,8573,,monthly issuance,960505,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,56,False,420128,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,no card,0,15.0,40516.3,118.0,3.0,26892.0,4844.029661016947,900.0,60334.7,33057.37457627117
7001,970810,300600,60,5010,,monthly issuance,960708,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,34,True,640626,27,west Bohemia,67298,71,19,10,0,7,43.8,8561,6.43,1.29,110,1358.0,1127,classic,970629,30063.0,73926.0,95.0,14.6,45094.0,8434.018947368419,400.0,104169.8,53217.72947368419
6677,970812,97980,60,1633,,monthly issuance,951128,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,18,True,800314,29,west Bohemia,45714,52,10,5,1,6,55.6,8843,6.43,3.6,113,1358.0,888,no card,0,2148.0,16038.7,137.0,12.4,16518.0,3667.1678832116777,700.0,46398.6,24067.29854014602
6665,970815,99300,60,1655,,monthly issuance,951014,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,25,True,730320,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,no card,0,3000.0,32199.4,144.0,14.6,27963.0,6083.388888888886,600.0,60868.8,39110.67083333335
5817,970815,100800,24,4200,,monthly issuance,960503,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,60,False,380526,50,east Bohemia,102609,75,33,2,3,6,52.0,8187,6.43,5.45,94,1358.0,2134,no card,0,221.0,-1571.5,64.0,2.3,45402.0,6239.584374999998,-1571.5,92354.7,26649.7703125
6984,970815,116040,60,1934,,monthly issuance,970101,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,59,True,391027,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,1900.0,32564.7,39.0,14.6,16041.0,4050.984615384616,900.0,42494.9,29865.18974358974
6541,970817,153504,48,3198,,monthly issuance,960402,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,23,False,751220,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,no card,0,3600.0,27633.1,111.0,14.6,28780.0,6225.907207207204,300.0,65101.8,33651.10360360364
5117,970820,76944,12,6412,,monthly issuance,960303,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,42,True,560913,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,10500.0,59256.4,110.0,14.6,49800.0,8322.76818181818,500.0,105970.4,40141.79545454546
6097,970821,202848,48,4226,,weekly issuance,960906,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,58,True,400930,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,no card,0,6413.0,33802.0,74.0,30.0,38037.0,8978.54054054054,800.0,82957.9,37200.395945945966
5389,970822,78600,24,3275,,monthly issuance,970408,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,42,False,560509,51,east Bohemia,121947,37,28,7,3,11,70.5,8541,6.43,2.97,131,1358.0,3839,no card,0,19649.0,67058.7,14.0,51.1,29474.0,11047.05,800.0,67058.7,42902.40714285714
7219,970823,57120,48,1190,,monthly issuance,961121,32,north Bohemia,105058,32,19,7,2,10,81.0,9272,6.43,3.22,118,1358.0,4505,40,False,580813,32,north Bohemia,105058,32,19,7,2,10,81.0,9272,6.43,3.22,118,1358.0,4505,no card,0,400.0,42762.2,49.0,14.6,13722.0,3322.6306122448987,1000.0,53271.2,41985.62040816325
6338,970824,390660,60,6511,,monthly issuance,961020,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,20,True,780629,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,15642.0,60956.6,81.0,14.6,61600.0,15753.593827160495,300.0,164909.5,63544.645679012334
6922,970826,83628,36,2323,,monthly issuance,961230,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,21,True,770923,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,13936.0,31228.0,34.0,8.2,20904.0,6476.98823529412,500.0,53379.4,29077.81470588236
5367,970826,83628,36,2323,,monthly issuance,961230,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,21,True,770923,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,13936.0,31814.7,34.0,8.2,20904.0,6458.950000000002,500.0,51781.0,29052.608823529416
5638,970827,68124,12,5677,,monthly issuance,961011,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,41,False,571101,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,no card,0,8197.0,16430.9,51.0,14.6,30993.0,8767.472549019607,1100.0,63669.3,28809.00000000002
5830,970828,405780,60,6763,,monthly issuance,951004,62,south Moravia,145688,22,41,13,2,5,40.7,8544,6.43,1.86,109,1358.0,2906,47,False,510119,62,south Moravia,145688,22,41,13,2,5,40.7,8544,6.43,1.86,109,1358.0,2906,no card,0,5100.0,41532.1,176.0,14.6,16557.0,3669.817613636362,700.0,51008.0,34044.42954545453
5338,970830,57360,12,4780,,monthly issuance,961021,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,41,False,570919,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,no card,0,8500.0,15016.3,75.0,2.3,43260.0,8336.574666666666,-5851.2,78725.3,36887.155999999966
6007,970830,289920,48,6040,,monthly issuance,961014,33,north Bohemia,133777,24,17,7,3,11,84.7,8705,6.43,7.61,116,1358.0,4859,54,True,440127,33,north Bohemia,133777,24,17,7,3,11,84.7,8705,6.43,7.61,116,1358.0,4859,no card,0,18300.0,54561.4,45.0,14.6,54358.0,16606.83111111111,400.0,118790.4,58959.27777777775
6612,970831,97392,12,8116,,monthly issuance,960727,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,38,False,600623,70,north Moravia,285387,0,2,8,5,7,89.9,10177,6.43,7.75,81,1358.0,10108,no card,0,14000.0,20146.2,81.0,7.9,48700.0,9153.706172839502,200.0,127421.2,36685.09135802469
5718,970901,14028,12,1169,,monthly issuance,951028,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,53,True,451227,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,no card,0,14.6,51785.0,156.0,13.1,23964.0,4757.734615384614,400.0,75383.2,51802.01923076925
6104,970905,158184,36,4394,,monthly issuance,960426,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,45,False,530807,47,east Bohemia,162580,83,26,5,1,6,72.8,9538,6.43,1.81,111,1358.0,5410,no card,0,14.6,28819.1,95.0,14.6,52400.0,8228.602105263153,400.0,103426.7,47679.97368421053
5229,970906,23520,12,1960,,monthly issuance,960916,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,57,False,411111,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,no card,0,14.6,19087.2,63.0,14.6,17642.0,4386.0603174603175,500.0,44667.0,25967.495238095227
6625,970907,473280,60,7888,,monthly issuance,961227,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,31,True,670701,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,162.5,25908.9,43.0,12.6,55900.0,9163.081395348836,500.0,109736.4,52777.34186046511
5206,970907,128544,24,5356,,issuance after transaction,961124,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,47,True,511129,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,no card,0,106.6,31182.1,60.0,37.7,59100.0,7808.701666666665,200.0,131453.2,40526.45499999998
5963,970907,204780,60,3413,,monthly issuance,970221,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,45,False,530224,54,south Moravia,387570,0,0,0,1,1,100.0,9897,6.43,1.96,140,1358.0,18696,no card,0,49675.0,89411.0,23.0,14.6,49675.0,16351.478260869566,200.0,129449.6,48890.17826086957
4990,970908,162576,36,4516,,monthly issuance,960717,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,45,False,530126,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,no card,0,3050.0,55539.8,84.0,14.6,35157.0,7240.840476190475,900.0,79652.2,46148.29761904761
6641,970909,128268,36,3563,,monthly issuance,970323,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,56,False,421208,36,north Bohemia,159617,29,19,8,1,9,85.2,9198,6.43,4.28,131,1358.0,6132,no card,0,14.6,48323.8,18.0,14.6,35914.0,12119.611111111111,700.0,75427.0,47029.53888888889
5369,970912,214596,36,5961,,monthly issuance,970427,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,61,False,370908,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,no card,0,49313.0,86514.1,17.0,25.8,73970.0,26971.417647058825,400.0,112408.8,62852.91764705883
6196,970914,177804,36,4939,,monthly issuance,960718,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,27,True,710707,5,central Bohemia,95616,65,30,4,1,6,51.4,9307,6.43,4.43,118,1358.0,3040,no card,0,8500.0,46296.7,91.0,14.6,60100.0,13451.669230769232,800.0,140728.2,54375.02307692309
5236,970915,389136,48,8107,,monthly issuance,960926,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,31,False,670907,53,south Moravia,107911,88,33,6,2,7,50.9,8240,6.43,3.56,99,1358.0,1903,no card,0,9700.0,78769.8,62.0,14.6,72966.0,19229.26290322581,700.0,126403.5,59749.88387096772
5719,970920,271584,48,5658,,monthly issuance,960428,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,22,False,760424,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,5100.0,92401.4,90.0,14.6,48039.0,14286.51777777778,800.0,115112.9,62387.09000000005
5643,970921,94512,12,7876,,monthly issuance,951229,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,46,False,521128,74,north Moravia,323870,0,0,0,1,1,100.0,10673,6.43,5.44,100,1358.0,18347,no card,0,17253.0,53211.1,134.0,14.6,78900.0,16710.555970149257,600.0,133407.7,48061.85671641792
7050,970923,311232,48,6484,,monthly issuance,960330,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,52,True,460827,76,north Moravia,127369,31,32,13,2,7,51.2,8369,6.43,5.88,107,1358.0,2807,no card,0,19437.0,52289.2,136.0,6.7,61300.0,16591.597794117653,1100.0,144268.6,72885.75808823538
6355,970924,127200,48,2650,,monthly issuance,960608,35,north Bohemia,88768,10,18,5,1,7,80.5,8867,6.43,1.21,130,1358.0,3620,33,False,650406,35,north Bohemia,88768,10,18,5,1,7,80.5,8867,6.43,1.21,130,1358.0,3620,no card,0,5504.0,39078.4,95.0,14.6,23852.0,5931.774736842104,400.0,52868.8,28863.03052631581
6688,970926,8616,24,359,,monthly issuance,960919,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,23,False,751027,59,south Moravia,108871,41,29,7,2,6,62.1,8444,6.43,3.47,106,1358.0,2305,no card,0,3800.0,29184.0,79.0,14.6,19051.5,3980.181012658228,400.0,45336.9,24946.635443037983
6239,970928,360864,48,7518,,weekly issuance,960919,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,21,True,771026,6,central Bohemia,77963,60,23,4,2,4,51.5,8546,6.43,4.02,126,1358.0,3120,no card,0,7824.0,27383.2,86.0,30.0,64000.0,14112.969767441858,500.0,135384.0,52871.42441860467
5531,970930,66432,24,2768,,monthly issuance,960213,26,west Bohemia,170449,0,0,0,1,1,100.0,10787,6.43,3.09,131,1358.0,6261,27,True,710413,26,west Bohemia,170449,0,0,0,1,1,100.0,10787,6.43,3.09,131,1358.0,6261,no card,0,6869.0,17745.1,107.0,14.6,33032.0,8355.363551401868,700.0,69031.9,33039.892523364455
6113,971001,78696,36,2186,,monthly issuance,970219,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,27,True,710324,72,north Moravia,226122,32,50,7,4,4,62.6,8994,6.43,4.79,110,1358.0,9208,no card,0,145.0,36307.5,41.0,14.6,19674.0,4217.717073170732,1000.0,56765.7,40292.34146341463
7181,971002,197808,24,8242,,monthly issuance,970530,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,36,True,621103,1,Prague,1204953,0,0,0,1,1,100.0,12541,6.43,0.43,167,1358.0,99107,no card,0,245.0,43883.1,15.0,13.3,74176.0,26978.873333333337,900.0,111796.9,64942.89333333332
