loan_id,loan_value,loan_duration,payments,loan_success,account_district no. of inhabitants,account_district ratio of urban inhabitants ,account_district average salary ,account_district unemploymant rate '95 ,account_district unemploymant rate '96 ,account_district no. of enterpreneurs per 1000 inhabitants ,account_district no. of commited crimes '95 ,account_district no. of commited crimes '96 ,age,women,card_type,no. of transactions,balance,nr_movements,min_trans_amount,max_trans_amount,avg_trans_amount,min_balance,max_balance,avg_balance
7004,331560,60,5526,1,107870,58.0,8754,6.43,4.31,137,1358.0,3868,18,False,0,12400.0,47992.1,119.0,14.6,33276.0,7321.519327731091,900.0,71924.6,36941.99831932773
6169,103680,60,1728,-1,95907,59.1,8388,6.43,2.94,87,1358.0,1668,27,False,0,9615.0,36427.6,109.0,14.6,14422.5,3896.3825688073375,500.0,46520.1,28250.10917431192
5208,99696,48,2077,-1,88757,61.7,8554,6.43,2.68,113,1358.0,2218,27,True,0,2000.0,32966.8,108.0,0.4,55900.0,11716.77962962963,-974.6,127684.9,46341.29351851856
6694,134784,24,5616,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,58,True,0,4900.0,16218.7,55.0,12.2,58800.0,9329.634545454544,900.0,112839.2,44005.11272727274
5599,15420,12,1285,1,128118,85.3,9317,6.43,7.07,97,1358.0,6872,33,True,0,800.0,31867.2,151.0,14.6,13881.0,3142.1841059602634,1000.0,41137.4,24577.20000000004
6546,31728,24,1322,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,48,False,0,3240.0,32802.7,117.0,14.6,22267.5,5173.091452991451,600.0,56122.8,31139.74786324784
5414,185952,48,3874,1,125236,87.7,9675,6.43,7.68,100,1358.0,5190,53,False,0,35092.0,82385.2,34.0,68.7,57400.0,12283.385294117646,700.0,145318.2,50113.19411764706
5453,156672,36,4352,1,72541,36.9,8594,6.43,2.01,112,1358.0,1525,42,True,0,80.2,23286.1,75.0,11.2,10380.0,3313.364,500.0,41876.9,22927.502666666693
5740,18564,12,1547,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,35,True,0,167.3,43265.7,13.0,24.0,25603.5,8589.66923076923,200.0,56498.4,35538.04615384616
5804,158976,48,3312,1,139012,61.9,8363,6.43,3.49,108,1358.0,2799,59,False,0,14.6,18879.4,156.0,14.6,48358.0,8573.476923076925,600.0,130293.2,49916.091025641086
6745,47304,24,1971,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,27,False,0,29500.0,62458.3,167.0,14.6,59900.0,13867.846706586832,400.0,148093.0,68740.02335329348
6950,104712,24,4363,1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,54,False,0,200.0,25947.2,191.0,14.6,56400.0,11980.312565445032,400.0,147603.2,57357.84345549748
6996,126600,24,5275,1,75637,36.5,9622,6.43,0.59,154,1358.0,3529,59,False,0,21000.0,48720.6,132.0,14.6,47472.0,11683.987878787882,400.0,94043.3,47118.99318181818
5352,68400,12,5700,-1,228848,57.2,9893,6.43,4.72,96,1358.0,5887,22,True,0,147.7,23946.1,14.0,66.2,31037.0,7253.299999999998,800.0,51242.2,31793.735714285714
6151,225420,60,3757,1,117897,53.8,8814,6.43,5.74,107,1358.0,2059,50,True,0,6800.0,32403.4,51.0,14.6,20727.0,5452.343137254903,200.0,53271.6,31185.15686274509
5310,248148,36,6893,1,72541,36.9,8594,6.43,2.01,112,1358.0,1525,58,True,0,6100.0,41108.6,120.0,14.6,28960.0,5453.364999999996,600.0,67486.0,36063.78833333336
5045,187224,24,7801,-1,114200,43.7,8403,6.43,5.72,105,1358.0,2718,51,False,0,75.9,50846.7,88.0,0.2,51900.0,10834.715909090908,-243.3,92571.3,42084.311363636334
6929,36396,12,3033,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,26,False,0,5119.0,45480.6,158.0,30.0,51700.0,11730.83987341772,800.0,125887.5,57977.03481012657
5151,189060,60,3151,1,149893,67.4,9753,6.43,5.05,109,1358.0,5892,40,True,0,3400.0,68945.6,30.0,100.0,60016.0,17833.45,200.0,101793.6,72242.8966666667
5212,71064,36,1974,1,85852,59.8,8965,6.43,8.23,104,1358.0,2822,52,True,0,3000.0,31397.0,86.0,14.6,22908.0,4896.447674418605,700.0,55373.3,34577.30232558139
5138,87216,48,1817,1,145688,40.7,8544,6.43,1.86,109,1358.0,2906,44,True,0,2400.0,29638.3,148.0,14.6,15608.0,2960.6979729729724,700.0,43787.3,30847.14932432436
5713,158760,60,2646,1,78955,59.0,9060,6.43,2.44,124,1358.0,1717,20,False,0,2900.0,19182.3,166.0,14.6,23810.0,4654.089156626504,900.0,59898.4,24908.761445783133
6704,417060,60,6951,1,45714,55.6,8843,6.43,3.6,113,1358.0,888,37,True,0,14.6,80978.7,74.0,14.6,52700.0,10583.993243243243,200.0,127508.6,58445.027027027056
6474,63360,60,1056,1,75685,60.8,8208,6.43,2.26,155,1358.0,2123,43,False,0,107.9,25649.6,119.0,14.6,12138.0,3181.7697478991595,700.0,40733.8,29108.363865546195
6676,29784,24,1241,1,170449,100.0,10787,6.43,3.09,131,1358.0,6261,29,True,0,11300.0,37920.3,12.0,59.4,17241.0,6943.350000000001,200.0,49220.3,27626.08333333333
6965,139536,24,5814,1,117897,53.8,8814,6.43,5.74,107,1358.0,2059,57,True,0,7400.0,36472.9,165.0,12.2,53200.0,14454.311515151518,800.0,151546.9,63889.87393939401
6725,265320,36,7370,1,51428,52.7,8402,6.43,3.98,120,1358.0,1099,50,True,0,7000.0,35289.8,148.0,14.6,26409.0,5332.347972972972,700.0,61993.3,35566.88108108106
7166,198240,24,8260,1,118650,85.6,9832,6.43,4.48,114,1358.0,5471,42,False,0,7303.0,44644.2,16.0,43.0,19455.0,7546.887500000001,300.0,51947.2,30953.143750000003
7138,60000,60,1000,1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,52,False,0,82.9,16893.2,137.0,14.6,11049.0,2567.8445255474444,400.0,39393.9,24643.28394160584
5970,465072,48,9689,1,125832,48.3,8512,6.43,4.12,102,1358.0,2103,50,False,0,10200.0,37152.4,103.0,14.6,42880.0,8579.53495145631,300.0,79557.6,27778.74563106797
6157,98592,24,4108,1,92084,46.7,10124,6.43,0.54,141,1358.0,4316,35,True,0,2700.0,62671.9,26.0,68.7,36975.0,10807.380769230773,900.0,78713.7,54128.56538461536
6153,285600,60,4760,1,95616,51.4,9307,6.43,4.43,118,1358.0,3040,18,True,0,4200.0,28194.4,49.0,30.0,42729.0,10411.720408163264,1100.0,126077.1,49651.8918367347
5693,44088,24,1837,1,81344,55.3,8899,6.43,3.97,149,1358.0,2487,47,True,0,14.6,44368.6,32.0,14.6,24304.5,6617.940625,1000.0,55576.8,36548.818750000006
5922,20220,12,1685,1,81344,55.3,8899,6.43,3.97,149,1358.0,2487,25,True,0,14.6,31303.3,51.0,14.6,49397.0,9715.854901960784,500.0,122906.7,41077.63529411765
5959,107640,24,4485,1,88884,46.7,8507,6.43,1.85,132,1358.0,2674,39,True,0,35742.0,65325.4,23.0,14.6,53613.0,17488.552173913045,600.0,107783.7,50214.50434782609
5980,21396,12,1783,1,58796,51.9,9045,6.43,3.6,124,1358.0,1879,30,False,0,14075.0,24782.0,78.0,14.6,16048.0,4644.43717948718,1000.0,46848.9,30812.94615384616
6764,33984,48,708,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,26,False,0,10300.0,44465.4,70.0,14.6,20196.0,4598.144285714286,600.0,55077.5,38587.76000000001
5237,45336,24,1889,1,51428,52.7,8402,6.43,3.98,120,1358.0,1099,41,False,0,11900.0,40939.5,90.0,14.6,30436.0,7594.23222222222,800.0,71486.0,48152.95333333336
6726,85860,60,1431,1,88884,46.7,8507,6.43,1.85,132,1358.0,2674,43,True,0,156.1,39220.2,96.0,5.0,16713.0,3377.427083333332,1000.0,44713.5,30461.40416666668
6933,188688,48,3931,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,33,True,0,3592.0,23579.7,22.0,14.6,35378.0,10873.772727272726,400.0,71255.7,42203.17272727273
5145,309552,48,6449,1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,63,False,0,16300.0,51799.4,35.0,14.6,58041.0,17429.002857142856,700.0,121713.2,56105.49999999996
7008,36168,12,3014,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,37,False,0,3000.0,29138.1,36.0,14.6,27122.0,6931.622222222222,300.0,63738.0,39063.76666666667
7227,314520,60,5242,1,105606,53.0,8254,6.43,3.76,97,1358.0,2325,43,True,0,309.5,50517.0,130.0,30.0,56700.0,15168.362307692309,500.0,128119.4,63527.42000000002
6600,21852,36,607,1,125236,87.7,9675,6.43,7.68,100,1358.0,5190,44,False,0,26.0,42899.4,18.0,14.6,27736.5,9232.249999999998,700.0,60863.2,38509.05
6712,266220,60,4437,1,70646,58.4,8547,6.43,3.64,120,1358.0,1542,33,True,0,5200.0,38159.6,144.0,14.6,33190.0,5581.281249999997,900.0,66744.4,34922.881249999984
7057,231696,36,6436,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,25,False,0,331.0,47174.7,126.0,30.0,60566.0,10683.372222222222,800.0,108575.3,45873.61666666672
7176,260028,36,7223,1,75637,36.5,9622,6.43,0.59,154,1358.0,3529,22,False,0,4782.0,69850.9,161.0,14.6,65008.0,12514.357142857149,200.0,124900.7,50676.819875776455
7304,419880,60,6998,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,53,True,0,300.0,24704.4,18.0,39.0,64800.0,24426.472222222223,200.0,104039.9,59352.83333333334
6362,37908,12,3159,1,145688,40.7,8544,6.43,1.86,109,1358.0,2906,22,True,0,12300.0,46113.5,76.0,14.1,28431.0,7485.496052631577,800.0,69530.4,42164.02763157895
5880,73836,36,2051,1,119895,89.9,10446,6.43,9.4,90,1358.0,4743,31,True,0,22321.0,67453.1,19.0,19.1,44281.0,16708.05789473684,900.0,129607.8,55315.16842105263
6535,41952,12,3496,1,161854,76.3,9425,6.43,2.5,125,1358.0,3891,26,False,0,14.6,24672.8,105.0,14.6,31462.0,5890.407619047617,500.0,71527.0,41502.02571428572
5449,99336,24,4139,1,228848,57.2,9893,6.43,4.72,96,1358.0,5887,18,True,0,14.6,30824.1,52.0,14.6,16866.0,4348.373076923077,300.0,46568.0,27019.571153846144
6342,60156,36,1671,-1,93931,56.9,8427,6.43,1.54,107,1358.0,1913,22,False,0,53600.0,106112.8,56.0,14.6,53600.0,15972.280357142854,400.0,159712.8,72667.63571428567
5409,182040,60,3034,1,51428,52.7,8402,6.43,3.98,120,1358.0,1099,47,True,0,3000.0,38747.5,59.0,14.6,61557.0,17539.79661016949,600.0,110447.5,67475.90169491527
6955,244368,48,5091,1,114200,43.7,8403,6.43,5.72,105,1358.0,2718,28,False,0,5700.0,86194.1,144.0,100.0,57200.0,17859.127083333333,200.0,143453.3,75924.2409722223
6985,113796,36,3161,1,387570,100.0,9897,6.43,1.96,140,1358.0,18696,27,False,0,3500.0,34054.0,72.0,100.0,28446.0,6453.251388888889,500.0,58022.1,36840.57361111111
5125,73056,48,1522,1,119895,89.9,10446,6.43,9.4,90,1358.0,4743,28,False,0,5692.0,21545.7,51.0,14.6,8538.0,2445.3274509803928,500.0,33555.4,23255.14901960784
5805,137904,24,5746,-1,75637,36.5,9622,6.43,0.59,154,1358.0,3529,30,False,0,8100.0,35159.7,12.0,29.4,11878.0,6363.316666666666,600.0,43259.7,26886.19166666667
6185,31176,24,1299,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,30,False,0,1600.0,50647.1,23.0,14.6,29418.0,9027.317391304348,700.0,65769.6,46304.15217391303
7243,217152,36,6032,1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,24,False,2,226.2,42293.9,57.0,4.4,54286.0,12666.78245614035,400.0,109774.3,49107.06666666669
6403,194880,48,4060,1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,19,False,0,14.6,31007.0,113.0,14.6,36536.0,8187.945132743361,300.0,71138.8,36421.42566371683
6578,27984,12,2332,1,139012,61.9,8363,6.43,3.49,108,1358.0,2799,49,False,0,8217.0,18380.5,76.0,30.0,47513.0,7289.584210526317,500.0,82352.4,30639.86315789472
5413,92976,24,3874,1,51313,59.2,8930,6.43,4.2,108,1358.0,1452,28,True,0,13386.0,21531.8,109.0,30.0,48996.0,12039.466972477065,300.0,122342.1,50436.466055045865
6949,104712,24,4363,1,51313,59.2,8930,6.43,4.2,108,1358.0,1452,28,True,0,13386.0,30115.3,108.0,30.0,48996.0,12019.660185185186,300.0,119752.3,52379.12870370368
6545,191880,60,3198,1,103347,67.0,9104,6.43,2.07,123,1358.0,2354,49,False,0,12269.0,78521.0,87.0,14.6,59200.0,12113.75517241379,400.0,128539.4,53685.78620689651
6178,232560,48,4845,1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,28,True,0,11564.0,41243.5,27.0,100.0,39741.0,13066.725925925924,600.0,102665.9,63188.63333333334
5160,204000,60,3400,1,77917,53.5,8390,6.43,2.89,132,1358.0,2122,54,False,0,4500.0,45077.7,65.0,14.6,30604.0,7701.987692307691,400.0,68172.8,37809.39846153844
6785,125340,60,2089,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,54,False,0,3713.0,19007.0,127.0,30.0,49974.0,9686.67244094488,500.0,110933.4,51145.51574803151
6540,309600,48,6450,1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,23,False,0,22389.0,35488.1,56.0,30.0,58052.0,16045.60714285714,400.0,112363.1,58185.58928571428
6589,189696,24,7904,1,51428,52.7,8402,6.43,3.98,120,1358.0,1099,53,False,0,210.9,88662.1,89.0,30.0,57600.0,11582.991011235956,700.0,125386.9,54137.10561797752
5900,135360,48,2820,1,102609,52.0,8187,6.43,5.45,94,1358.0,2134,23,False,1,14.6,54868.9,77.0,14.6,48633.0,14958.594805194803,200.0,146479.5,64881.31428571429
5999,98832,48,2059,1,95907,59.1,8388,6.43,2.94,87,1358.0,1668,28,True,0,14.6,27169.8,177.0,14.6,23282.0,4382.094350282484,500.0,63095.4,31814.268361581904
6043,20352,48,424,1,109164,63.6,8757,6.43,3.95,96,1358.0,2471,50,True,0,3000.0,21281.5,48.0,14.6,12549.0,3609.741666666668,400.0,44427.9,31814.41458333332
5482,165120,60,2752,1,121947,70.5,8541,6.43,2.97,131,1358.0,3839,48,True,0,5500.0,23825.4,116.0,14.6,11210.0,3217.270689655172,1100.0,37946.3,24377.371551724114
7263,89880,24,3745,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,35,False,0,12300.0,39079.5,29.0,26.2,47100.0,13517.224137931033,800.0,116004.2,62571.28275862068
6013,128988,36,3583,-1,70646,58.4,8547,6.43,3.64,120,1358.0,1542,59,False,0,30.0,9680.2,82.0,0.1,42530.0,7562.665853658536,-36.1,78192.9,34740.702439024375
5750,63252,12,5271,1,94725,63.4,9920,6.43,2.87,130,1358.0,4846,49,True,0,31624.0,49709.2,164.0,14.6,47436.0,9457.76036585366,13097.7,86343.2,49291.82256097561
6027,61656,24,2569,-1,53921,41.3,8598,6.43,3.26,123,1358.0,1875,45,True,0,15200.0,59695.5,12.0,36.9,47337.0,16007.958333333334,400.0,89256.9,44763.458333333336
6303,72408,24,3017,-1,51313,59.2,8930,6.43,4.2,108,1358.0,1452,40,True,0,14000.0,36363.9,13.0,96.5,49634.0,13997.223076923075,700.0,83619.5,45099.26153846154
7213,113544,36,3154,1,114200,43.7,8403,6.43,5.72,105,1358.0,2718,56,False,0,4408.0,13386.8,71.0,14.6,28386.0,6453.483098591549,700.0,68048.1,33990.419718309866
6659,56100,60,935,1,387570,100.0,9897,6.43,1.96,140,1358.0,18696,40,False,0,6216.0,15407.2,68.0,14.6,13986.0,3856.601470588236,1000.0,45346.1,20158.00147058824
6175,290700,60,4845,-1,139012,61.9,8363,6.43,3.49,108,1358.0,2799,39,True,0,14400.0,11574.8,100.0,5.1,56400.0,14274.571000000002,-2825.2,129626.3,59647.42399999998
5610,123216,48,2567,1,85852,59.8,8965,6.43,8.23,104,1358.0,2822,21,True,0,3400.0,77580.8,128.0,14.6,59200.0,12136.38203125,700.0,138433.7,70622.83359375004
5563,380160,60,6336,1,323870,100.0,10673,6.43,5.44,100,1358.0,18347,49,False,0,6100.0,24549.6,109.0,14.6,62500.0,15887.993577981655,1100.0,147375.1,64777.07522935782
5989,213300,36,5925,1,162580,72.8,9538,6.43,1.81,111,1358.0,5410,34,False,0,106.1,27341.3,59.0,14.6,13600.0,3730.2016949152553,400.0,42443.7,27951.913559322016
6698,247728,48,5161,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,19,False,0,2539.0,52551.7,50.0,30.0,57900.0,12112.076,200.0,108390.1,60054.73400000001
5312,202788,36,5633,1,51313,59.2,8930,6.43,4.2,108,1358.0,1452,45,True,0,11994.0,81623.6,79.0,30.0,72298.0,16141.211392405066,1100.0,139880.9,57124.26835443034
7189,154656,48,3222,1,161227,69.7,8678,6.43,5.57,102,1358.0,4595,42,False,0,4500.0,37180.5,89.0,14.6,28994.0,6653.895505617976,1000.0,61782.0,31791.328089887666
6816,100224,48,2088,-1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,41,True,0,15100.0,31387.1,18.0,26.5,18792.0,4932.616666666667,700.0,46487.1,28124.93333333333
6137,44628,12,3719,1,53921,41.3,8598,6.43,3.26,123,1358.0,1875,55,False,0,47710.0,80439.7,146.0,30.0,71565.0,14238.080821917803,900.0,112689.5,49477.32123287669
5128,215616,48,4492,-1,42821,48.4,8173,6.43,7.01,124,1358.0,1358,41,False,0,3400.0,8640.6,61.0,6.8,23130.0,5273.670491803279,-3424.6,50124.8,21447.624590163923
5470,200976,48,4187,1,114200,43.7,8403,6.43,5.72,105,1358.0,2718,43,False,0,25124.0,47431.4,35.0,14.6,37686.0,11032.88857142857,600.0,83553.5,47938.06571428571
5593,277884,36,7719,-1,105606,53.0,8254,6.43,3.76,97,1358.0,2325,18,True,0,8000.0,11614.0,117.0,14.6,53200.0,10720.307692307695,1000.0,129394.2,46487.00256410256
5350,249312,48,5194,1,170449,100.0,10787,6.43,3.09,131,1358.0,6261,43,False,0,5300.0,55426.5,60.0,30.0,47112.0,9995.911666666663,900.0,88597.4,35914.85499999999
6063,320976,48,6687,-1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,62,False,0,9100.0,46462.2,50.0,14.6,70071.0,15093.958,1000.0,130775.0,49482.96800000001
6501,30276,12,2523,-1,103347,67.0,9104,6.43,2.07,123,1358.0,2354,59,True,0,18500.0,24930.3,92.0,14.6,22708.0,5028.0456521739125,1000.0,58621.4,31318.872826086943
5452,49440,60,824,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,32,True,0,8000.0,45021.6,110.0,4.0,30378.0,5547.669999999998,300.0,74419.8,47798.86545454537
4961,30276,12,2523,-1,103347,67.0,9104,6.43,2.07,123,1358.0,2354,59,True,0,15139.0,15854.0,80.0,14.6,22708.0,5856.299999999998,715.0,58157.5,25197.09249999999
4973,165960,24,6915,1,93931,56.9,8427,6.43,1.54,107,1358.0,1913,54,True,0,14.6,23689.2,125.0,14.6,62235.0,12822.353600000004,700.0,107069.6,52523.24480000005
6190,123600,60,2060,1,285387,89.9,10177,6.43,7.75,81,1358.0,10108,31,False,0,14.6,15505.6,49.0,14.6,47109.0,9121.306122448976,300.0,105255.7,39514.6775510204
6715,220620,60,3677,1,70646,58.4,8547,6.43,3.64,120,1358.0,1542,55,True,0,14.6,26428.9,128.0,14.6,33096.0,6331.021874999999,1100.0,70272.7,36907.45625
5892,66480,24,2770,-1,182027,56.4,8746,6.43,3.74,90,1358.0,4433,63,False,0,206.5,34891.2,10.0,20.0,49631.0,13609.12,900.0,77551.0,34798.28
6550,320592,48,6679,1,145688,40.7,8544,6.43,1.86,109,1358.0,2906,28,True,2,5800.0,69148.6,88.0,14.6,60108.0,13875.417045454547,500.0,117827.8,60781.306818181794
5706,161496,36,4486,1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,27,False,0,1600.0,29371.5,130.0,8.0,64900.0,6844.426923076923,500.0,113865.5,33219.90000000003
5148,284280,60,4738,1,114006,62.3,9065,6.43,5.39,123,1358.0,4166,40,True,0,4600.0,94617.3,94.0,14.6,56800.0,14790.5,300.0,109361.9,64182.6414893617
6734,173016,36,4806,1,177686,74.8,10045,6.43,1.71,135,1358.0,6295,53,True,0,25600.0,88331.6,94.0,30.0,62700.0,13519.828723404256,300.0,123928.2,61799.24361702124
6109,368880,60,6148,1,125832,48.3,8512,6.43,4.12,102,1358.0,2103,24,False,0,299.4,105727.0,182.0,9.7,64500.0,11574.08296703297,1100.0,151062.3,60030.74340659332
6961,176148,36,4893,1,85852,59.8,8965,6.43,8.23,104,1358.0,2822,35,True,0,209.3,53592.6,13.0,34.9,34881.0,17599.438461538462,1100.0,83783.4,47154.5
6810,186384,48,3883,1,128118,85.3,9317,6.43,7.07,97,1358.0,6872,39,False,0,70.9,20960.7,190.0,30.0,60600.0,11952.684210526311,700.0,129557.3,61578.30157894749
5494,360000,48,7500,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,25,True,0,34500.0,64765.2,136.0,0.3,73228.0,14897.402205882352,600.0,126072.0,51149.65514705883
5311,30060,60,501,1,72541,36.9,8594,6.43,2.01,112,1358.0,1525,47,False,2,29412.0,48523.3,186.0,14.6,29412.0,4858.978494623655,500.0,69382.9,37213.40752688176
5445,46320,24,1930,1,133777,84.7,8705,6.43,7.61,116,1358.0,4859,19,False,0,3100.0,23552.7,178.0,14.6,61600.0,8064.270224719102,900.0,119892.5,43657.81348314611
5301,141948,36,3943,1,228848,57.2,9893,6.43,4.72,96,1358.0,5887,48,True,0,176.6,47239.7,10.0,49.6,28840.0,8963.98,800.0,63263.1,32592.68
7034,19044,36,529,1,122603,80.0,8991,6.43,2.01,128,1358.0,5273,24,True,0,16084.0,50167.6,69.0,14.2,24126.0,6600.440579710144,600.0,64981.1,43121.75507246377
6751,85716,36,2381,1,74062,61.4,8114,6.43,2.62,119,1358.0,1181,60,False,0,15900.0,36516.9,19.0,52.5,21430.0,7206.157894736842,800.0,52782.7,31337.25789473684
6667,155880,24,6495,1,114006,62.3,9065,6.43,5.39,123,1358.0,4166,30,True,0,8305.0,44564.6,142.0,14.6,60700.0,12237.18309859155,1000.0,164648.6,63263.14718309857
6130,32640,48,680,1,161854,76.3,9425,6.43,2.5,125,1358.0,3891,56,False,0,4100.0,18800.0,107.0,14.6,20700.0,2772.7598130841125,300.0,43206.0,25906.4093457944
5429,20196,36,561,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,27,False,0,5742.0,65684.6,96.0,14.6,35469.0,8501.322916666664,200.0,77158.8,52636.598958333314
5725,444864,48,9268,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,34,False,0,10500.0,41743.9,64.0,14.6,25862.0,6433.1765625,800.0,62903.5,32404.7734375
6019,11400,12,950,1,387570,100.0,9897,6.43,1.96,140,1358.0,18696,18,True,0,2200.0,27820.2,77.0,14.6,10734.0,2434.2441558441565,300.0,39514.1,27533.66363636363
6421,96768,36,2688,1,85852,59.8,8965,6.43,8.23,104,1358.0,2822,30,True,0,5200.0,37396.4,66.0,13.4,64100.0,13244.225757575754,900.0,117830.9,51611.34242424239
6992,133968,48,2791,1,139012,61.9,8363,6.43,3.49,108,1358.0,2799,55,False,2,993.0,34729.5,79.0,14.6,60800.0,9939.873417721516,200.0,117458.5,46772.31518987341
5136,187104,24,7796,1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,21,True,0,43502.0,133377.7,25.0,2.5,49500.0,19621.448,300.0,137193.5,66292.37199999999
5337,162468,36,4513,1,105058,81.0,9272,6.43,3.22,118,1358.0,4505,41,True,0,1800.0,74638.8,15.0,70.9,40614.0,15082.586666666666,700.0,83862.8,51279.553333333344
5495,89340,60,1489,1,110643,51.9,8441,6.43,4.48,115,1358.0,2252,27,True,0,210.4,41537.2,44.0,14.6,17313.0,4662.468181818183,500.0,54020.1,39644.76363636365
7013,89340,60,1489,1,110643,51.9,8441,6.43,4.48,115,1358.0,2252,27,True,0,203.8,42242.2,44.0,14.6,17313.0,4646.670454545455,500.0,54628.1,40005.48181818184
6012,258444,36,7179,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,32,False,0,206.4,53892.1,16.0,141.4,31830.0,8680.756249999999,600.0,61790.4,40688.1375
6471,155640,24,6485,1,95616,51.4,9307,6.43,4.43,118,1358.0,3040,55,True,0,187.9,40509.2,105.0,14.6,34486.0,5793.879999999999,500.0,72838.9,45183.34952380955
6296,270384,48,5633,1,75232,41.7,8980,6.43,2.21,111,1358.0,2813,36,False,0,33797.0,57835.1,87.0,14.6,50696.0,12403.506896551722,700.0,91294.4,47654.24482758615
7305,54024,12,4502,1,117897,53.8,8814,6.43,5.74,107,1358.0,2059,30,False,2,14.6,25682.6,147.0,14.6,40521.0,8708.722448979594,1000.0,81705.8,36480.18503401359
6144,44376,12,3698,1,58796,51.9,9045,6.43,3.6,124,1358.0,1879,36,False,0,14463.0,68241.5,39.0,14.6,54100.0,15332.38717948718,800.0,124090.0,53505.215384615374
6283,85632,48,1784,1,197099,74.7,9624,6.43,2.31,145,1358.0,4265,49,True,0,48419.0,117238.7,85.0,14.6,60800.0,15232.292941176467,800.0,156504.1,65066.73529411768
7246,148920,60,2482,1,108871,62.1,8444,6.43,3.47,106,1358.0,2305,21,False,0,2900.0,15278.6,31.0,30.0,22780.0,7832.083870967742,400.0,63289.9,32435.31935483869
5088,91152,24,3798,1,105058,81.0,9272,6.43,3.22,118,1358.0,4505,56,False,2,3800.0,39378.8,77.0,14.6,34184.0,9452.944155844154,400.0,72327.7,44829.54415584412
5988,141648,24,5902,1,139012,61.9,8363,6.43,3.49,108,1358.0,2799,46,False,0,35111.0,123310.1,18.0,55.6,42127.0,14106.122222222222,200.0,123310.1,45100.42222222222
5282,388512,48,8094,-1,42821,48.4,8173,6.43,7.01,124,1358.0,1358,29,True,0,35300.0,38697.3,120.0,2.4,44700.0,7319.423333333334,-2838.8,84743.5,21371.32
5938,402000,60,6700,1,149893,67.4,9753,6.43,5.05,109,1358.0,5892,18,False,0,2828.0,17232.1,54.0,14.6,9500.0,3029.8888888888896,200.0,35650.8,21568.9351851852
5606,253512,36,7042,-1,108871,62.1,8444,6.43,3.47,106,1358.0,2305,53,True,0,8900.0,13318.4,29.0,13.4,40419.0,11379.258620689658,300.0,111044.2,37095.84482758618
5385,71460,36,1985,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,18,True,0,14.6,49648.9,31.0,14.6,33669.0,10132.91935483871,700.0,76403.1,49220.9806451613
6865,29448,12,2454,-1,226122,62.6,8994,6.43,4.79,110,1358.0,9208,51,False,0,14727.0,43790.6,11.0,63.8,22090.0,8271.872727272728,800.0,43790.6,28977.436363636363
5586,48744,36,1354,1,148545,53.5,8909,6.43,5.56,113,1358.0,3590,34,True,0,19069.0,62891.3,14.0,53.7,28603.5,11392.235714285713,900.0,62891.3,42930.20714285715
6302,181020,60,3017,1,78955,59.0,9060,6.43,2.44,124,1358.0,1717,32,True,0,18100.0,45526.0,93.0,14.6,27150.0,7273.759139784944,500.0,60475.3,34005.90645161289
7194,68832,36,1912,1,1204953,100.0,12541,6.43,0.43,167,1358.0,99107,39,False,0,1500.0,51540.7,53.0,14.6,28353.0,7828.981132075471,700.0,61939.6,37557.05471698113
6461,74124,36,2059,1,107870,58.0,8754,6.43,4.31,137,1358.0,3868,59,True,0,1080.0,25658.0,122.0,30.0,49816.0,9023.625409836066,400.0,159765.9,54371.29918032791
6732,174048,48,3626,1,162580,72.8,9538,6.43,1.81,111,1358.0,5410,46,True,0,10800.0,54140.4,69.0,14.6,49461.0,13503.12608695652,600.0,127067.6,72968.3811594203
